!!SBtab TableType='Proteomaps' Organism='eco'!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
b3985	75111.0	7185.89238009	12393315.0	4338.98614741	165.0	RplJ	K02864	Ribosome
b3983	94611.0	9051.46335387	13434762.0	4703.6040165	142.0	RplK	K02867	Ribosome
b3986	154359.0	14767.5728175	18677439.0	6539.1018537	121.0	RplL	K02935	Ribosome
b3231	65013.0	6219.81362659	9231846.0	3232.133768	142.0	RplM	K02871	Ribosome
b3310	79079.0	7565.51215568	9726717.0	3405.39156172	123.0	RplN	K02874	Ribosome
b3301	51933.0	4968.44601956	7478352.0	2618.22327065	144.0	RplO	K02876	Ribosome
b3313	70790.0	6772.50098636	9627440.0	3370.63399058	136.0	RplP	K02878	Ribosome
b3294	62361.0	5966.09597416	7919847.0	2772.79375394	127.0	RplQ	K02879	Ribosome
b3304	59311.0	5674.30153979	6939387.0	2429.52785954	117.0	RplR	K02881	Ribosome
b2606	74826.0	7158.62634278	8604990.0	3012.66710388	115.0	RplS	K02884	Ribosome
b1716	60721.0	5809.19667174	7165078.0	2508.54385506	118.0	RplT	K02887	Ribosome
b3186	67575.0	6464.92095145	6960225.0	2436.82338889	103.0	RplU	K02888	Ribosome
b3315	64970.0	6215.69980342	7146700.0	2502.10958889	110.0	RplV	K02890	Ribosome
b3318	47591.0	4553.0455494	4759100.0	1666.19415178	100.0	RplW	K02892	Ribosome
b3309	37676.0	3604.47446196	3918304.0	1371.82559931	104.0	RplX	K02895	Ribosome
b2185	38937.0	3725.11471826	3660078.0	1281.41887303	94.0	RplY	K02897	Ribosome
b3185	72328.0	6919.64191752	6147880.0	2152.41573025	85.0	RpmA	K02899	Ribosome
b3637	76134.0	7283.76310348	5938452.0	2079.09352462	78.0	RpmB	K02902	Ribosome
b3312	46059.0	4406.47864007	2901717.0	1015.91138987	63.0	RpmC	K02904	Ribosome
b3302	68938.0	6595.319579	4067342.0	1424.00484413	59.0	RpmD	K02907	Ribosome
b3936	16272.0	1556.74722489	1139040.0	398.785860066	70.0	RpmE	K02909	Ribosome
b1089	75662.0	7238.60671889	4312734.0	1509.91829736	57.0	RpmF	K02911	Ribosome
b3636	27944.0	2673.41104058	1536920.0	538.086427213	55.0	RpmG	K02913	Ribosome
b3703	44950.0	4300.38027033	2067700.0	723.916212651	46.0	RpmH	K02914	Ribosome
b1717	133536.0	12775.4300285	8679840.0	3038.8726117	65.0	RpmI	K02916	Ribosome
b3299	92981.0	8895.52075452	3533278.0	1237.02530735	38.0	RpmJ	K02919	Ribosome
b3295	24982.0	2390.03559318	8219078.0	2877.55661713	329.0	RpoA	K03040	RNA polymerase
b3987	10649.0	1018.7930923	14290958.0	5003.36421653	1342.0	RpoB	K03043	RNA polymerase
b3988	10380.0	993.05777989	14604660.0	5113.1934779	1407.0	RpoC	K03046	RNA polymerase
b3067	5289.0	506.000250274	3242157.0	1135.1018118	613.0	RpoD	K03086	RNA polymerase
b2573	504.0	48.2178343993	96264.0	33.7026987932	191.0	RpoE	K03088	RNA polymerase
b3461	1792.0	171.441188975	508928.0	178.179247605	284.0	RpoH	K03089	RNA polymerase
b3202	413.0	39.5118365216	197001.0	68.9714261298	477.0	RpoN	K03092	RNA polymerase
b2741	2236.0	213.918804994	818376.0	286.519153864	366.0	RpoS	K03087	RNA polymerase
b3649	15071.0	1441.84718697	1371461.0	480.1580756	91.0	RpoZ	K03060	RNA polymerase
b2830	575.0	55.01042615	101200.0	35.4308268706	176.0	RppH	K08311	RNA degradation
b0911	26489.0	2534.21074485	14754373.0	5165.60904493	557.0	RpsA	K02945	Ribosome
b0169	70323.0	6727.8229533	16947843.0	5933.55821307	241.0	RpsB	K02967	Ribosome
b3314	73304.0	7013.01613652	17079832.0	5979.7684839	233.0	RpsC	K02982	Ribosome
b3296	68110.0	6516.10456535	14030660.0	4912.23206858	206.0	RpsD	K02986	Ribosome
b3303	73639.0	7045.06568915	12297713.0	4305.51521944	167.0	RpsE	K02988	Ribosome
b4200	87500.0	8371.15180543	11462500.0	4013.10131427	131.0	RpsF	K02990	Ribosome
b3341	84249.0	8060.1276395	13142844.0	4601.40148568	156.0	RpsG	K02992	Ribosome
b3306	54165.0	5181.98214333	7041450.0	2465.26082873	130.0	RpsH	K02994	Ribosome
b3230	95191.0	9106.95213155	12374830.0	4332.51441979	130.0	RpsI	K02996	Ribosome
b3321	64501.0	6170.83042974	6643603.0	2325.97181512	103.0	RpsJ	K02946	Ribosome
b3297	64447.0	6165.6642332	8313663.0	2910.6714863	129.0	RpsK	K02948	Ribosome
b3342	84361.0	8070.84271381	10460764.0	3662.38654366	124.0	RpsL	K02950	Ribosome
b3298	70243.0	6720.16932879	8288674.0	2901.92266285	118.0	RpsM	K02952	Ribosome
b3307	81248.0	7773.02105015	8206048.0	2872.99472312	101.0	RpsN	K02954	Ribosome
b3165	64485.0	6169.29970484	5739165.0	2009.32175392	89.0	RpsO	K02956	Ribosome
b2609	73106.0	6994.07341586	5994692.0	2098.78354145	82.0	RpsP	K02959	Ribosome
b3311	92465.0	8846.15487645	7767060.0	2719.30195804	84.0	RpsQ	K02961	Ribosome
b4202	46372.0	4436.42344596	3477900.0	1217.63708274	75.0	RpsR	K02963	Ribosome
b3316	60606.0	5798.19458651	5575752.0	1952.1097212	92.0	RpsS	K02965	Ribosome
b0023	53950.0	5161.41302746	4693650.0	1643.27964962	87.0	RpsT	K02968	Ribosome
b3065	57773.0	5527.16060863	4101883.0	1436.09788949	71.0	RpsU	K02970	Ribosome
b3929	1055.0	100.932173197	369250.0	129.27700417	350			
b4255	8770.0	839.02858667	3069500.0	1074.65339011	350	RraB		RNA degradation
b3995	397.0	37.9811116201	138950.0	48.6473655501	350			
b2572	1582.0	151.350424642	553700.0	193.854237532	350			
b2571	398.0	38.0767819264	139300.0	48.7699029948	350			
b2570	209.0	19.9950940267	73150.0	25.6103259445	350			
b0176	233.0	22.291181379	104850.0	36.7087173654	450.0	RseP	K11749	Peptidases
b4161	887.0	84.8595617305	310450.0	108.690713458	350.0	RsgA	K06949	Ribosome biogenesis
b0051	1600.0	153.072490156	560000.0	196.059911537	350	RsmA	K02528	Ribosome biogenesis
b3289	724.0	69.2653017958	310596.0	108.741829078	429.0	RsmB	K03500	Ribosome biogenesis
b4371	901.0	86.1989460194	309043.0	108.19811293	343.0	RsmC	K00564	Ribosome biogenesis
b3465	311.0	29.7534652742	61578.0	21.5588879154	198.0	RsmD	K08316	Ribosome biogenesis
b2946	435.0	41.6165832613	105705.0	37.0080588375	243.0	RsmE	K09761	Ribosome biogenesis
b1835	144.0	13.7765241141	69264.0	24.2498102012	481.0	RsmF	K11392	Ribosome biogenesis
b3740	711.0	68.0215878133	147177.0	51.5276957147	207.0	RsmG	K03501	Ribosome biogenesis
b0082	778.0	74.4314983386	272300.0	95.3341319848	350	RsmH	K03438	Other enzymes
b3146	508.0	48.6005156247	177800.0	62.2490219129	350			
b1581	0.0	0.0	0.0	0.0	350			
b1580	9.0	0.86103275713	3051.0	1.06817641089	339.0	RspB	K08322	Other enzymes
b1234	127.0	12.1501289062	44450.0	15.5622554782	350			
b1235	121.0	11.5761070681	40777.0	14.2763125227	337.0			
b1608	413.0	39.5118365216	98707.0	34.5580101573	239.0	RstA	K07661	Two-component system
b1609	91.0	8.70599787765	39403.0	13.7952655255	433.0	RstB	K07639	Two-component system
b2183	1487.0	142.261745539	343497.0	120.260698988	231.0	RsuA	K06183	Ribosome biogenesis
b1627	206.0	19.7080831076	72100.0	25.2427136104	350			
b1628	169.0	16.1682817728	59150.0	20.7088281561	350			
b1629	246.0	23.5348953616	86100.0	30.1442113988	350			
b1630	143.0	13.6808538077	50050.0	17.5228545936	350			
b1632	187.0	17.890347287	65450.0	22.9145021609	350			
b1631	228.0	21.8128298473	79800.0	27.938537394	350			
b4475	18.0	1.72206551426	6084.0	2.13005089605	338.0	RtcA	K01974	Other enzymes
b3421	53.0	5.07052623643	18550.0	6.49448456966	350			
b3422	0.0	0.0	0.0	0.0	350			
b2176	14.0	1.33938428887	4900.0	1.71552422595	350			
b2785	342.0	32.7192447709	148086.0	51.845942964	433.0	RumA	K03215	Ribosome biogenesis
b0859	94.0	8.99300879669	35250.0	12.3412712173	375.0	RumB	K03212	Ribosome biogenesis
b0550	0.0	0.0	0.0	0.0	120.0	RusA	K01160	DNA repair and recombination proteins
b1012	0.0	0.0	0.0	0.0	382.0	RutA	K09018	Other enzymes
b1011	0.0	0.0	0.0	0.0	350	RutB	K09020	Pyrimidine metabolism
b1010	0.0	0.0	0.0	0.0	350	RutC	K09021	Pyrimidine metabolism
b1009	0.0	0.0	0.0	0.0	350	RutD	K09023	Pyrimidine metabolism
b1008	0.0	0.0	0.0	0.0	196.0	RutE	K09019	Other enzymes
b1007	0.0	0.0	0.0	0.0	164.0	RutF	K09024	Other enzymes
b1006	0.0	0.0	0.0	0.0	350			
b1013	73.0	6.98393236339	15476.0	5.41825569811	212.0	RutR	K09017	Transcription factors
b1861	384.0	36.7373976376	77952.0	27.2915396859	203.0	RuvA	K03550	Homologous recombination
b1860	218.0	20.8561267838	73248.0	25.644636429	336.0	RuvB	K03551	Homologous recombination
b1863	109.0	10.4280633919	18857.0	6.60196741402	173.0	RuvC	K01159	Homologous recombination
b4510	0.0	0.0	0.0	0.0	350			
b4689	0.0	0.0	0.0	0.0	350			
b0556	0.0	0.0	0.0	0.0	153.0	RzpD	K01423	Amino acid metabolism
b1573	0.0	0.0	0.0	0.0	350			
b1573	54.0	5.16619654278	18900.0	6.61702201437	350			
b1525	200.0	19.1340612696	70000.0	24.5074889421	350	Sad	K08324	Other enzymes
b1500	0.0	0.0	0.0	0.0	350			
b2144	75.0	7.17527297609	26250.0	9.19030835329	350			
b1294	218.0	20.8561267838	119246.0	41.7488575199	547.0	SapA	K02035	Transport
b1293	86.0	8.22764634591	27606.0	9.6650534248	321.0	SapB	K02033	Transport
b1292	66.0	6.31424021895	19536.0	6.83969005676	296.0	SapC	K02034	Transport
b1291	158.0	15.115908403	52140.0	18.254578192	330.0	SapD	K02031	Transport
b1290	93.0	8.89733849035	24924.0	8.72606649133	268.0	SapF	K02032	Transport
b2011	280.0	26.7876857774	133000.0	46.56422899	475.0	SbcB	K01141	Mismatch repair
b0397	66.0	6.31424021895	69102.0	24.1930928697	1047.0	SbcC	K03546	DNA repair and recombination proteins
b0398	88.0	8.41898695861	35200.0	12.323765868	400.0	SbcD	K03547	DNA repair and recombination proteins
b0377	22.0	2.10474673965	7700.0	2.69582378363	350			
b2009	72.0	6.88826205704	25200.0	8.82269601916	350			
b3917	28069.0	2685.36982888	9234701.0	3233.13332344	329.0	Sbp	K02048	Transport
b2917	0.0	0.0	0.0	0.0	350	ScpA	K01847	TCA cycle and anaplerotic enzymes
b2919	0.0	0.0	0.0	0.0	350	ScpB	K11264	Other central metabolism enzymes
b2920	0.0	0.0	0.0	0.0	350			
b1814	1343.0	128.485221425	609722.0	213.467931039	454.0	SdaA	K01752	Amino acid metabolism
b2797	1963.0	187.800811361	893165.0	312.703305157	455.0	SdaB	K01752	Amino acid metabolism
b2796	3117.0	298.204344886	1090950.0	381.949215163	350			
b0723	1647.0	157.568994555	968436.0	339.056208016	588.0	SdhA	K00239	TCA cycle and anaplerotic enzymes
b0724	2803.0	268.163868693	667114.0	233.561271116	238.0	SdhB	K00240	TCA cycle and anaplerotic enzymes
b0721	1660.0	158.812708537	214140.0	74.9719097437	129.0	SdhC	K00241	TCA cycle and anaplerotic enzymes
b0722	1273.0	121.788299981	146395.0	51.2539120526	115.0	SdhD	K00242	TCA cycle and anaplerotic enzymes
b1916	563.0	53.8623824738	135120.0	47.306455798	240.0	SdiA	K07782	Transcription factors
b0098	3269.0	312.746231451	2945369.0	1031.19425997	901.0	SecA	K03070	Protein export
b3609	17840.0	1706.75826524	2765200.0	968.11583461	155.0	SecB	K03071	Chaperones and folding catalysts
b0408	1250.0	119.587882935	768750.0	269.144744632	615.0	SecD	K03072	Protein export
b3981	3047.0	291.507423442	386969.0	135.480549835	127.0	SecE	K03073	Protein export
b0409	1136.0	108.681468011	366928.0	128.464055751	323.0	SecF	K03074	Protein export
b3175	4058.0	388.230103159	446380.0	156.280755914	110.0	SecG	K03075	Protein export
b0097	347.0	33.1975963027	58990.0	20.6528110385	170.0	SecM	K13301	Protein export
b3300	4940.0	472.611313358	2188420.0	766.181127867	443.0	SecY	K03076	Protein export
b3591	404.0	38.6508037645	187052.0	65.4882117371	463.0	SelA	K01042	tRNA loading
b3590	672.0	64.2904458657	235200.0	82.3451628455	350			
b1764	1682.0	160.917455277	583654.0	204.341342157	347.0	SelD	K01008	Amino acid metabolism
b0503	95.0	9.08867910304	33250.0	11.6410572475	350			
b0687	2105.0	201.385994862	381005.0	133.392511777	181.0	SeqA	K03645	DNA replication control
b2913	6366.0	609.03717021	2610060.0	913.800236975	410.0	SerA	K00058	Amino acid metabolism
b4388	565.0	54.0537230865	181930.0	63.6949637605	322.0	SerB	K01079	Amino acid metabolism
b0907	3940.0	376.94100701	1426280.0	499.350590405	362.0	SerC	K00831	Amino acid metabolism
b0893	8294.0	793.489520849	3566420.0	1248.62855304	430.0	SerS	K01875	tRNA loading
b0070	24.0	2.29608735235	8400.0	2.94089867305	350	SetA	K03291	Transport
b2170	0.0	0.0	0.0	0.0	393.0	SetB	K03291	Transport
b3659	0.0	0.0	0.0	0.0	350	SetC	K03291	Transport
b0530	0.0	0.0	0.0	0.0	350	SfmA	K07352	Bacterial motility proteins
b0531	0.0	0.0	0.0	0.0	350	SfmC	K07353	Bacterial motility proteins
b0532	0.0	0.0	0.0	0.0	350	SfmD	K07354	Bacterial motility proteins
b0534	0.0	0.0	0.0	0.0	350	SfmF	K07355	Bacterial motility proteins
b0533	0.0	0.0	0.0	0.0	350	SfmH	K07356	Bacterial motility proteins
b0146	231.0	22.0998407663	80850.0	28.3061497281	350			
b3188	71.0	6.79259175069	6532.0	2.28689882528	92.0	SfsB	K07724	Transcription factors
b4302	30.0	2.87010919043	10500.0	3.67612334132	350	SgcA	K02773	Transport
b4565	0.0	0.0	0.0	0.0	350	SgcB	K02774	Transport
b4304	0.0	0.0	0.0	0.0	350	SgcC	K02775	Transport
b4301	18.0	1.72206551426	6300.0	2.20567400479	350			
b4303	18.0	1.72206551426	6300.0	2.20567400479	350			
b4300	3.0	0.287010919043	1050.0	0.367612334132	350			
b4305	0.0	0.0	0.0	0.0	350			
b0069	144.0	13.7765241141	79344.0	27.7788886089	551.0	SgrR	K11925	Transcription factors
b4662	0.0	0.0	0.0	0.0	350			
b1981	245.0	23.4392250552	107310.0	37.5699805482	438.0	ShiA	K08172	Transport
b4687	43.0	4.11382317296	15050.0	5.26911012255	350			
b1353	3.0	0.287010919043	1050.0	0.367612334132	350			
b3470	1251.0	119.683553241	101331.0	35.4766908856	81.0	SirA	K04085	Sulfur relay system
b2340	846.0	80.9370791702	136206.0	47.6866719835	161.0	SixA	K08296	Other enzymes
b0178	15549.0	1487.5775934	5442150.0	1905.3347278	350	Skp	K06142	Chaperones and folding catalysts
b3641	952.0	91.0781316431	188496.0	65.9937662233	198.0	SlmA	K05501	Transcription factors
b3506	23.0	2.200417046	8050.0	2.81836122834	350			
b4392	195.0	18.6557097378	125775.0	44.0347060242	645.0	Slt	K08309	Other enzymes
b1642	1048.0	100.262481052	153008.0	53.5691695436	146.0	SlyA	K06075	Transcription factors
b1641	8783.0	840.272300653	3074050.0	1076.24637689	350			
b3349	20452.0	1956.64910543	4008592.0	1403.43605876	196.0	SlyD	K03775	Chaperones and folding catalysts
b3348	1176.0	112.508280265	411600.0	144.10403498	350			
b4473	9.0	0.86103275713	3150.0	1.10283700239	350			
b3284	252.0	24.1089171996	88200.0	30.8794360671	350			
b2620	2942.0	281.462041275	1029700.0	360.505162338	350			
b0921	175.0	16.7423036109	61250.0	21.4440528243	350			
b3908	20982.0	2007.35436779	4322292.0	1513.26461992	206.0	SodA	K04564	Other enzymes
b1656	20640.0	1974.63512302	3983520.0	1394.65817644	193.0	SodB	K04564	Other enzymes
b1646	12.0	1.14804367617	2076.0	0.726822100626	173.0	SodC	K04565	Peroxisome
b3129	218.0	20.8561267838	76300.0	26.7131629469	350			
b1272	613.0	58.6458977912	213937.0	74.9008380258	349.0	SohB	K04774	Peptidases
b1059	784.0	75.0055201767	291648.0	102.108001928	372.0	SolA	K02846	Other enzymes
b4063	259.0	24.7786093441	39886.0	13.9643671992	154.0	SoxR	K13639	Transcription factors
b4062	527.0	50.4182514453	56389.0	19.7421827708	107.0	SoxS	K13631	Transcription factors
b2938	4279.0	409.373240862	2815582.0	985.754924723	658.0	SpeA	K01585	Amino acid metabolism
b2937	6475.0	619.465233602	1981350.0	693.684474506	306.0	SpeB	K01480	Amino acid metabolism
b2965	267.0	25.5439717949	189837.0	66.46325969	711.0	SpeC	K01581	Amino acid metabolism
b0120	1826.0	174.693979391	482064.0	168.773973563	264.0	SpeD	K01611	Amino acid metabolism
b0121	2631.0	251.708576001	757728.0	265.285865445	288.0	SpeE	K00797	Amino acid metabolism
b0693	0.0	0.0	0.0	0.0	732.0	SpeF	K01581	Amino acid metabolism
b1584	1232.0	117.86581742	229152.0	80.2277158009	186.0	SpeG	K00657	Amino acid metabolism
b3650	326.0	31.1885198694	229504.0	80.3509534596	704.0	SpoT	K01139	Ribosome biogenesis
b1766	256.0	24.491598425	158208.0	55.389725865	618.0	SppA	K04773	Peptidases
b2175	2789.0	266.824484404	524332.0	183.5722956	188.0	Spr	K13694	Peptidases
b1743	256.0	24.491598425	89600.0	31.3695858459	350			
b1480	348.0	33.293266609	15660.0	5.48267538333	45.0	Sra	K02972	Ribosome
b2702	7.0	0.669692144435	1309.0	0.458290043217	187.0	SrlA	K02783	Transport
b2704	78.0	7.46228389513	9594.0	3.35892641301	123.0	SrlB	K02781	Transport
b2705	81.0	7.74929481417	20979.0	7.34489443595	259.0	SrlD	K00068	Carbohydrate metabolism
b2703	5.0	0.478351531739	1595.0	0.558420640895	319.0	SrlE	K02782	Transport
b2707	104.0	9.94971186017	26728.0	9.35765949206	257.0	SrlR	K02468	Transcription factors
b2576	842.0	80.5543979448	373848.0	130.886796086	444.0	SrmB	K05590	Ribosome biogenesis
b4059	6777.0	648.357666119	1450278.0	507.752457828	214.0	Ssb	K03111	DNA replication complex
b2521	451.0	43.1473081629	126731.0	44.3694083017	281.0	SseA	K01011	Sulfur relay system
b2522	772.0	73.8574765005	270200.0	94.5989073165	350			
b2879	0.0	0.0	0.0	0.0	350			
b3229	4611.0	441.13578257	1613850.0	565.02015756	350			
b3228	1081.0	103.419601162	378350.0	132.462977732	350			
b3089	982.0	93.9482408335	343700.0	120.331770706	350			
b0936	11.0	1.05237336983	3509.0	1.22852540997	319.0	SsuA	K02051	Transport
b0933	12.0	1.14804367617	3060.0	1.07132737375	255.0	SsuB	K02049	Transport
b0934	0.0	0.0	0.0	0.0	263.0	SsuC	K02050	Transport
b0935	13.0	1.24371398252	4953.0	1.73407989615	381.0	SsuD	K04091	Other enzymes
b0937	19.0	1.81773582061	3629.0	1.27053824816	191.0	SsuE	K00299	Cofactor biosynthesis
b1154	0.0	0.0	0.0	0.0	350			
b1547	0.0	0.0	0.0	0.0	350			
b1372	0.0	0.0	0.0	0.0	350			
b3962	699.0	66.8735441371	325734.0	114.041748615	466.0	SthA	K00322	Cofactor biosynthesis
b2669	6284.0	601.19220509	842056.0	294.809687266	134.0	StpA	K11685	Chromosome-related
b0726	2158.0	206.456521099	2013414.0	704.91030487	933.0	SucA	K00164	TCA cycle and anaplerotic enzymes
b0727	6005.0	574.500189619	2432025.0	851.46893992	405.0	SucB	K00658	TCA cycle and anaplerotic enzymes
b0728	3031.0	289.97669854	1176028.0	411.735617223	388.0	SucC	K01903	TCA cycle and anaplerotic enzymes
b0729	2968.0	283.94946924	857752.0	300.304966501	289.0	SucD	K01902	TCA cycle and anaplerotic enzymes
b1684	126.0	12.0544585998	44100.0	15.4397180335	350			
b1683	71.0	6.79259175069	24850.0	8.70015857445	350			
b1682	94.0	8.99300879669	23312.0	8.16169403169	248.0	SufC	K09013	Transport
b1681	60.0	5.74021838087	21000.0	7.35224668263	350			
b1679	23.0	2.200417046	8050.0	2.81836122834	350			
b1680	33.0	3.15712010948	13398.0	4.69073338352	406.0	SufS	K11717	Amino acid metabolism
b4148	77.0	7.36661358878	26950.0	9.43538324271	350			
b2533	1767.0	169.049431317	471789.0	165.176624293	267.0	SuhB	K01092	Phosphatidylinositol signaling system
b0958	377.0	36.0677054931	63713.0	22.3063663281	169.0	SulA	K13053	Chromosome-related
b0053	2546.0	243.576599962	1089688.0	381.507380148	428.0	SurA	K03771	Chaperones and folding catalysts
b2744	229.0	21.9085001536	57937.0	20.2841483834	253.0	SurE	K03787	Purine metabolism
b0959	33.0	3.15712010948	11550.0	4.04373567545	350			
b2793	527.0	50.4182514453	184450.0	64.5772333624	350			
b4347	99.0	9.47136032843	34650.0	12.1312070263	350			
b4252	933.0	89.2603958225	326550.0	114.327435915	350			
b2559	204.0	19.516742495	36312.0	12.7130848352	178.0	TadA	K11991	Other enzymes
b3549	287.0	27.4573779218	53669.0	18.7898917719	187.0	Tag	K01246	Base excision repair
b2464	61.0	5.83588868722	19276.0	6.74866224069	316.0	TalA	K00616	Pentose phosphate metabolism
b0008	11877.0	1136.27622849	3765009.0	1318.15594906	317.0	TalB	K00616	Pentose phosphate metabolism
b1519	34.0	3.25279041583	8568.0	2.99971664651	252.0	Tam	K00598	Other enzymes
b1885	0.0	0.0	0.0	0.0	192.0	Tap	K05877	Two-component system
b1886	0.0	0.0	0.0	0.0	553.0	Tar	K05875	Two-component system
b2834	942.0	90.1214285796	329700.0	115.430272917	350			
b3836	4795.0	458.739118938	426755.0	149.409906336	89.0	TatA	K03116	Protein export
b3838	472.0	45.1563845962	80712.0	28.2578349642	171.0	TatB	K03117	Protein export
b3839	393.0	37.5984303947	101394.0	35.4987476257	258.0	TatC	K03118	Protein export
b4483	174.0	16.6466333045	60900.0	21.3215153796	350			
b0627	1614.0	154.411874445	108138.0	37.8598691317	67.0	TatE	K03425	Protein export
b0365	231.0	22.0998407663	73920.0	25.8799083229	320.0	TauA	K02051	Transport
b0366	36.0	3.44413102852	9180.0	3.21398212126	255.0	TauB	K02049	Transport
b0367	0.0	0.0	0.0	0.0	275.0	TauC	K02050	Transport
b0368	23.0	2.200417046	6509.0	2.27884636463	283.0	TauD	K03119	Amino acid metabolism
b3118	0.0	0.0	0.0	0.0	312.0	TdcA	K07592	Transcription factors
b3117	0.0	0.0	0.0	0.0	329.0	TdcB	K01754	Amino acid metabolism
b3116	34.0	3.25279041583	11900.0	4.16627312016	350			
b3115	15.0	1.43505459522	6090.0	2.13215153796	406.0	TdcD	K00932	Other central metabolism enzymes
b3114	49.0	4.68784501104	37436.0	13.1066050862	764.0	TdcE	K00656	Glycolysis
b3113	69.0	6.601251138	24150.0	8.45508368503	350			
b4471	5.0	0.478351531739	2270.0	0.794742855694	454.0	TdcG	K01752	Amino acid metabolism
b3119	0.0	0.0	0.0	0.0	350			
b3616	2284.0	218.510979698	778844.0	272.678724537	341.0	Tdh	K00060	Amino acid metabolism
b1238	758.0	72.5180922116	155390.0	54.4031243816	205.0	Tdk	K00857	Pyrimidine metabolism
b1429	50.0	4.78351531739	17500.0	6.12687223553	350			
b1430	870.0	83.2331665226	304500.0	106.607576898	350			
b0494	247.0	23.6305656679	51376.0	17.9870964556	208.0	TesA	K10804	Lipid and steroid metabolism
b0452	474.0	45.3477252089	135564.0	47.4619032992	286.0	TesB	K10805	Lipid and steroid metabolism
