K18637	AXL2:YIL140W
sce_YLL063C	YLL063C:YLL063C
sce_YMR017W	YMR017W:YMR017W
sce_YER149C	YER149C:YER149C
sce_YNL195C	YNL195C:YNL195C
sce_YIL087C	YIL087C:YIL087C
sce_YDR161W	YDR161W:YDR161W
sce_YDR143C	YDR143C:YDR143C
sce_YGR067C	YGR067C:YGR067C
sce_YJR154W	YJR154W:YJR154W
sce_YAL044W-A	YAL044W-A:YAL044W-A
sce_YNL237W	YNL237W:YNL237W
sce_YPR171W	YPR171W:YPR171W
sce_YDR166C	YDR166C:YDR166C
sce_YNL231C	YNL231C:YNL231C
sce_YER157W	YER157W:YER157W
sce_YIL037C	YIL037C:YIL037C
sce_YDR174W	YDR174W:YDR174W
sce_YBR014C	YBR014C:YBR014C
sce_YBR108W	YBR108W:YBR108W
sce_YMR266W	YMR266W:YMR266W
sce_YMR173W	YMR173W:YMR173W
sce_YLR427W	YLR427W:YLR427W
sce_YKR091W	YKR091W:YKR091W
sce_YCR017C	YCR017C:YCR017C
sce_YDR381C-A	YDR381C-A:YDR381C-A
sce_YIL084C	YIL084C:YIL084C
sce_YDR003W	YDR003W:YDR003W
sce_YAL059W	YAL059W:YAL059W
sce_YKR005C	YKR005C:YKR005C
sce_YOR273C	YOR273C:YOR273C
sce_YBR057C	YBR057C:YBR057C
sce_YDR005C	YDR005C:YDR005C
sce_YJL080C	YJL080C:YJL080C
sce_YOR154W	YOR154W:YOR154W
sce_YDR164C	YDR164C:YDR164C
sce_YDR184C	YDR184C:YDR184C
sce_YOL036W	YOL036W:YOL036W
sce_YJR119C	YJR119C:YJR119C
sce_YER176W	YER176W:YER176W
sce_YLR361C	YLR361C:YLR361C
sce_YAL028W	YAL028W:YAL028W
sce_YDR182W-A	YDR182W-A:YDR182W-A
sce_YOR161C-C	YOR161C-C:YOR161C-C
sce_YMR184W	YMR184W:YMR184W
sce_YBR230W-A	YBR230W-A:YBR230W-A
sce_YIL068C	YIL068C:YIL068C
sce_YNL196C	YNL196C:YNL196C
sce_YGL032C	YGL032C:YGL032C
sce_YGR055W	YGR055W:YGR055W
sce_YDR249C	YDR249C:YDR249C
sce_YLR352W	YLR352W:YLR352W
sce_YMR200W	YMR200W:YMR200W
sce_YHR198C	YHR198C:YHR198C
sce_YNL275W	YNL275W:YNL275W
sce_YDR034W-B	YDR034W-B:YDR034W-B
sce_YOL063C	YOL063C:YOL063C
sce_YPL189W	YPL189W:YPL189W
sce_YBR196C-A	YBR196C-A:YBR196C-A
sce_YER093C-A	YER093C-A:YER093C-A
sce_YOR131C	YOR131C:YOR131C
sce_YOR338W	YOR338W:YOR338W
sce_YMR070W	YMR070W:YMR070W
sce_YPL006W	YPL006W:YPL006W
sce_YDR422C	YDR422C:YDR422C
sce_YHL009C	YHL009C:YHL009C
sce_YDR446W	YDR446W:YDR446W
sce_YDR089W	YDR089W:YDR089W
sce_YLR373C	YLR373C:YLR373C
sce_YKR004C	YKR004C:YKR004C
sce_YDL076C	YDL076C:YDL076C
sce_YHR214C-E	YHR214C-E:YHR214C-E
sce_YER064C	YER064C:YER064C
sce_YDL198C	YDL198C:YDL198C
sce_YGR080W	YGR080W:YGR080W
sce_YGR210C	YGR210C:YGR210C
sce_YNL194C	YNL194C:YNL194C
sce_YFL048C	YFL048C:YFL048C
sce_YDR275W	YDR275W:YDR275W
sce_YNR037C	YNR037C:YNR037C
sce_YPR071W	YPR071W:YPR071W
sce_YNL314W	YNL314W:YNL314W
sce_YPL191C	YPL191C:YPL191C
sce_YGR250C	YGR250C:YGR250C
sce_YLR326W	YLR326W:YLR326W
sce_YOR205C	YOR205C:YOR205C
sce_YDR135C	YDR135C:YDR135C
sce_YHR097C	YHR097C:YHR097C
sce_YOR352W	YOR352W:YOR352W
sce_YPL267W	YPL267W:YPL267W
sce_YPR008W	YPR008W:YPR008W
sce_YOR020W-A	YOR020W-A:YOR020W-A
sce_YDR182W	YDR182W:YDR182W
sce_YGR270W	YGR270W:YGR270W
sce_YML053C	YML053C:YML053C
sce_YLR242C	YLR242C:YLR242C
sce_YMR126C	YMR126C:YMR126C
sce_YPL107W	YPL107W:YPL107W
sce_YLL066W-B	YLL066W-B:YLL066W-B
sce_YIR009W	YIR009W:YIR009W
sce_YJL027C	YJL027C:YJL027C
sce_YGL106W	YGL106W:YGL106W
sce_YLR214W	YLR214W:YLR214W
sce_YDL130W-A	YDL130W-A:YDL130W-A
sce_YGL228W	YGL228W:YGL228W
sce_YOL042W	YOL042W:YOL042W
sce_YIL119C	YIL119C:YIL119C
sce_YDR520C	YDR520C:YDR520C
sce_YDR524W-C	YDR524W-C:YDR524W-C
sce_YDR070C	YDR070C:YDR070C
sce_YGR122W	YGR122W:YGR122W
sce_YLR426W	YLR426W:YLR426W
sce_YDR525W-A	YDR525W-A:YDR525W-A
sce_YMR034C	YMR034C:YMR034C
sce_YNL036W	YNL036W:YNL036W
sce_YDR006C	YDR006C:YDR006C
sce_YPL019C	YPL019C:YPL019C
sce_YDL237W	YDL237W:YDL237W
sce_YML111W	YML111W:YML111W
sce_YJR136C	YJR136C:YJR136C
sce_YOL164W	YOL164W:YOL164W
sce_YOR284W	YOR284W:YOR284W
sce_YGR201C	YGR201C:YGR201C
sce_YBR053C	YBR053C:YBR053C
sce_YHR045W	YHR045W:YHR045W
sce_YPL199C	YPL199C:YPL199C
sce_YDR100W	YDR100W:YDR100W
sce_YPR193C	YPR193C:YPR193C
sce_YPR114W	YPR114W:YPR114W
sce_YDL012C	YDL012C:YDL012C
sce_YCR060W	YCR060W:YCR060W
sce_YPR101W	YPR101W:YPR101W
sce_YDR223W	YDR223W:YDR223W
sce_YHR176W	YHR176W:YHR176W
sce_YGL131C	YGL131C:YGL131C
sce_YMR136W	YMR136W:YMR136W
sce_YPR108W-A	YPR108W-A:YPR108W-A
sce_YLR205C	YLR205C:YLR205C
sce_YGR111W	YGR111W:YGR111W
sce_YOL109W	YOL109W:YOL109W
sce_YIL117C	YIL117C:YIL117C
sce_YOR337W	YOR337W:YOR337W
sce_YKR068C	YKR068C:YKR068C
sce_YFR029W	YFR029W:YFR029W
sce_YJR089W	YJR089W:YJR089W
sce_YBL040C	YBL040C:YBL040C
sce_YHR199C-A	YHR199C-A:YHR199C-A
sce_YLR452C	YLR452C:YLR452C
sce_YJL070C	YJL070C:YJL070C
sce_YKL034W	YKL034W:YKL034W
sce_YLR356W	YLR356W:YLR356W
sce_YOL087C	YOL087C:YOL087C
sce_YIL002W-A	YIL002W-A:YIL002W-A
sce_YOR354C	YOR354C:YOR354C
sce_YDL010W	YDL010W:YDL010W
sce_YNL165W	YNL165W:YNL165W
sce_YDR109C	YDR109C:YDR109C
sce_YER057C	YER057C:YER057C
sce_YGL247W	YGL247W:YGL247W
sce_YOR328W	YOR328W:YOR328W
sce_YMR028W	YMR028W:YMR028W
sce_YDR349C	YDR349C:YDR349C
sce_YHR153C	YHR153C:YHR153C
sce_YGL056C	YGL056C:YGL056C
sce_YKL124W	YKL124W:YKL124W
sce_YGL159W	YGL159W:YGL159W
sce_YHR073W	YHR073W:YHR073W
sce_YOR299W	YOR299W:YOR299W
sce_YKL093W	YKL093W:YKL093W
sce_YHR210C	YHR210C:YHR210C
sce_YLL032C	YLL032C:YLL032C
sce_YDR420W	YDR420W:YDR420W
sce_YGR121W-A	YGR121W-A:YGR121W-A
sce_YGR281W	YGR281W:YGR281W
sce_YLL014W	YLL014W:YLL014W
sce_YDL054C	YDL054C:YDL054C
sce_YDL177C	YDL177C:YDL177C
sce_YLR437C	YLR437C:YLR437C
sce_YDR257C	YDR257C:YDR257C
sce_YMR107W	YMR107W:YMR107W
sce_YPR159W	YPR159W:YPR159W
sce_YNL091W	YNL091W:YNL091W
sce_YOR084W	YOR084W:YOR084W
sce_YDR253C	YDR253C:YDR253C
sce_YGR068C	YGR068C:YGR068C
sce_YGL081W	YGL081W:YGL081W
sce_YGR198W	YGR198W:YGR198W
sce_YDR459C	YDR459C:YDR459C
sce_YGR093W	YGR093W:YGR093W
sce_YLR390W	YLR390W:YLR390W
sce_YHL034C	YHL034C:YHL034C
sce_YNL080C	YNL080C:YNL080C
sce_YLR343W	YLR343W:YLR343W
sce_YNL011C	YNL011C:YNL011C
sce_YOL017W	YOL017W:YOL017W
sce_YOL163W	YOL163W:YOL163W
sce_YAR002C-A	YAR002C-A:YAR002C-A
sce_YMR123W	YMR123W:YMR123W
sce_YJL011C	YJL011C:YJL011C
sce_YDL019C	YDL019C:YDL019C
sce_YKL208W	YKL208W:YKL208W
sce_YFR032C	YFR032C:YFR032C
sce_YGR053C	YGR053C:YGR053C
sce_YHR162W	YHR162W:YHR162W
sce_YKR100C	YKR100C:YKR100C
sce_YOL002C	YOL002C:YOL002C
sce_YGL237C	YGL237C:YGL237C
sce_YGR031W	YGR031W:YGR031W
sce_YDL183C	YDL183C:YDL183C
sce_YBL086C	YBL086C:YBL086C
sce_YOR092W	YOR092W:YOR092W
sce_YCL011C	YCL011C:YCL011C
sce_YGR173W	YGR173W:YGR173W
sce_YDL038C	YDL038C:YDL038C
sce_YHR001W	YHR001W:YHR001W
sce_YGR261C	YGR261C:YGR261C
sce_YPR125W	YPR125W:YPR125W
sce_YER155C	YER155C:YER155C
sce_YDR506C	YDR506C:YDR506C
sce_YLR039C	YLR039C:YLR039C
sce_YKL151C	YKL151C:YKL151C
sce_YPL259C	YPL259C:YPL259C
sce_YPL056C	YPL056C:YPL056C
sce_YNL074C	YNL074C:YNL074C
sce_YMR204C	YMR204C:YMR204C
sce_YMR122W-A	YMR122W-A:YMR122W-A
sce_YMR298W	YMR298W:YMR298W
sce_YNL152W	YNL152W:YNL152W
sce_YOR198C	YOR198C:YOR198C
sce_YBR150C	YBR150C:YBR150C
sce_YCL021W-A	YCL021W-A:YCL021W-A
sce_YDR379W	YDR379W:YDR379W
sce_YLR403W	YLR403W:YLR403W
sce_YER156C	YER156C:YER156C
sce_YPR029C	YPR029C:YPR029C
sce_YPL054W	YPL054W:YPL054W
sce_YHR036W	YHR036W:YHR036W
sce_YFL041W	YFL041W:YFL041W
sce_YDR389W	YDR389W:YDR389W
sce_YER088C	YER088C:YER088C
sce_YER010C	YER010C:YER010C
sce_YLR072W	YLR072W:YLR072W
sce_YLL048C	YLL048C:YLL048C
sce_YDL157C	YDL157C:YDL157C
sce_YKL075C	YKL075C:YKL075C
sce_YMR084W	YMR084W:YMR084W
sce_YLR408C	YLR408C:YLR408C
sce_YOL107W	YOL107W:YOL107W
sce_YEL016C	YEL016C:YEL016C
sce_YGR001C	YGR001C:YGR001C
sce_YKL020C	YKL020C:YKL020C
sce_YOR264W	YOR264W:YOR264W
sce_YPL192C	YPL192C:YPL192C
sce_YGL005C	YGL005C:YGL005C
sce_YGL168W	YGL168W:YGL168W
sce_YMR014W	YMR014W:YMR014W
sce_YOR044W	YOR044W:YOR044W
sce_YOR134W	YOR134W:YOR134W
sce_YHR213W-A	YHR213W-A:YHR213W-A
sce_YLR107W	YLR107W:YLR107W
sce_YMR262W	YMR262W:YMR262W
sce_YBL036C	YBL036C:YBL036C
sce_YHL029C	YHL029C:YHL029C
sce_YJL048C	YJL048C:YJL048C
sce_YGR009C	YGR009C:YGR009C
sce_YIL001W	YIL001W:YIL001W
sce_YML052W	YML052W:YML052W
sce_YOR104W	YOR104W:YOR104W
sce_YPL128C	YPL128C:YPL128C
sce_YOR164C	YOR164C:YOR164C
sce_YCL029C	YCL029C:YCL029C
sce_YML007C-A	YML007C-A:YML007C-A
sce_YNL208W	YNL208W:YNL208W
sce_YGR249W	YGR249W:YGR249W
sce_YDR482C	YDR482C:YDR482C
sce_YIL045W	YIL045W:YIL045W
sce_YNL193W	YNL193W:YNL193W
sce_YBL059W	YBL059W:YBL059W
sce_YIL166C	YIL166C:YIL166C
sce_YJR054W	YJR054W:YJR054W
sce_YBR270C	YBR270C:YBR270C
sce_YKR075C	YKR075C:YKR075C
sce_YAL008W	YAL008W:YAL008W
sce_YDL169C	YDL169C:YDL169C
sce_YLR436C	YLR436C:YLR436C
sce_YNL259C	YNL259C:YNL259C
sce_YPL119C-A	YPL119C-A:YPL119C-A
sce_YDR002W	YDR002W:YDR002W
sce_YLR126C	YLR126C:YLR126C
sce_YJR088C	YJR088C:YJR088C
sce_YPL250C	YPL250C:YPL250C
sce_YDL001W	YDL001W:YDL001W
sce_YLR065C	YLR065C:YLR065C
sce_YGR102C	YGR102C:YGR102C
sce_YGR153W	YGR153W:YGR153W
sce_YLR170C	YLR170C:YLR170C
sce_YLR227C	YLR227C:YLR227C
sce_YGR066C	YGR066C:YGR066C
sce_YKL047W	YKL047W:YKL047W
sce_YGL057C	YGL057C:YGL057C
sce_YMR068W	YMR068W:YMR068W
sce_YNL320W	YNL320W:YNL320W
sce_YLR266C	YLR266C:YLR266C
sce_YNR018W	YNR018W:YNR018W
sce_YDL110C	YDL110C:YDL110C
sce_YIL057C	YIL057C:YIL057C
sce_YJL207C	YJL207C:YJL207C
sce_YLL040C	YLL040C:YLL040C
sce_YBL091C-A	YBL091C-A:YBL091C-A
sce_YDR264C	YDR264C:YDR264C
sce_YLR392C	YLR392C:YLR392C
sce_YGL139W	YGL139W:YGL139W
sce_YHL027W	YHL027W:YHL027W
sce_YBR255W	YBR255W:YBR255W
sce_YDR388W	YDR388W:YDR388W
sce_YAR029W	YAR029W:YAR029W
sce_YPR046W	YPR046W:YPR046W
sce_YJL108C	YJL108C:YJL108C
sce_YKL155C	YKL155C:YKL155C
sce_YOR043W	YOR043W:YOR043W
sce_YJL100W	YJL100W:YJL100W
sce_YDR540C	YDR540C:YDR540C
sce_YOR115C	YOR115C:YOR115C
sce_YCR087C-A	YCR087C-A:YCR087C-A
sce_YLR051C	YLR051C:YLR051C
sce_YLR407W	YLR407W:YLR407W
sce_YOR289W	YOR289W:YOR289W
sce_YAL036C	YAL036C:YAL036C
sce_YLR178C	YLR178C:YLR178C
sce_YLR238W	YLR238W:YLR238W
sce_YOR161C	YOR161C:YOR161C
sce_YPL071C	YPL071C:YPL071C
sce_YBR238C	YBR238C:YBR238C
sce_YLR098C	YLR098C:YLR098C
sce_YHL008C	YHL008C:YHL008C
sce_YHL028W	YHL028W:YHL028W
sce_YKL082C	YKL082C:YKL082C
sce_YDL233W	YDL233W:YDL233W
sce_YDL119C	YDL119C:YDL119C
sce_YIL073C	YIL073C:YIL073C
sce_YNL258C	YNL258C:YNL258C
sce_YER056C	YER056C:YER056C
sce_YDR539W	YDR539W:YDR539W
sce_YDR210W	YDR210W:YDR210W
sce_YLR375W	YLR375W:YLR375W
sce_YOR148C	YOR148C:YOR148C
sce_YOR060C	YOR060C:YOR060C
sce_YDR279W	YDR279W:YDR279W
sce_YIL063C	YIL063C:YIL063C
sce_YNL162W-A	YNL162W-A:YNL162W-A
sce_YDR221W	YDR221W:YDR221W
sce_YDR017C	YDR017C:YDR017C
sce_YJR120W	YJR120W:YJR120W
sce_YER019W	YER019W:YER019W
sce_YKR013W	YKR013W:YKR013W
sce_YIL158W	YIL158W:YIL158W
sce_YNL086W	YNL086W:YNL086W
sce_YER049W	YER049W:YER049W
sce_YLR250W	YLR250W:YLR250W
sce_YDR512C	YDR512C:YDR512C
sce_YBR095C	YBR095C:YBR095C
sce_YLR320W	YLR320W:YLR320W
sce_YBL010C	YBL010C:YBL010C
sce_YPL162C	YPL162C:YPL162C
sce_YER120W	YER120W:YER120W
sce_YNL188W	YNL188W:YNL188W
sce_YJL116C	YJL116C:YJL116C
sce_YHR182W	YHR182W:YHR182W
sce_YHR048W	YHR048W:YHR048W
sce_YMR019W	YMR019W:YMR019W
sce_YIR028W	YIR028W:YIR028W
sce_YOR162C	YOR162C:YOR162C
sce_YML097C	YML097C:YML097C
sce_YJL103C	YJL103C:YJL103C
sce_YGL145W	YGL145W:YGL145W
sce_YLR193C	YLR193C:YLR193C
sce_YLR024C	YLR024C:YLR024C
sce_YBR216C	YBR216C:YBR216C
sce_YKL218C	YKL218C:YKL218C
sce_YCR016W	YCR016W:YCR016W
sce_YML006C	YML006C:YML006C
sce_YIL092W	YIL092W:YIL092W
sce_YMR221C	YMR221C:YMR221C
sce_YOR140W	YOR140W:YOR140W
sce_YER137C	YER137C:YER137C
sce_YPL039W	YPL039W:YPL039W
sce_YHR199C	YHR199C:YHR199C
sce_YLR219W	YLR219W:YLR219W
sce_YNL133C	YNL133C:YNL133C
sce_YPL009C	YPL009C:YPL009C
sce_YAL053W	YAL053W:YAL053W
sce_YLR152C	YLR152C:YLR152C
sce_YOR228C	YOR228C:YOR228C
sce_YDR330W	YDR330W:YDR330W
sce_YDL063C	YDL063C:YDL063C
sce_YDR399W	YDR399W:YDR399W
sce_YKL077W	YKL077W:YKL077W
sce_YEL017W	YEL017W:YEL017W
sce_YMR275C	YMR275C:YMR275C
sce_YPL184C	YPL184C:YPL184C
sce_YIL151C	YIL151C:YIL151C
sce_YBR254C	YBR254C:YBR254C
sce_YGR161C	YGR161C:YGR161C
sce_YOR042W	YOR042W:YOR042W
sce_YCR075W-A	YCR075W-A:YCR075W-A
sce_YIL108W	YIL108W:YIL108W
sce_YFR045W	YFR045W:YFR045W
sce_YNL181W	YNL181W:YNL181W
sce_YOL019W-A	YOL019W-A:YOL019W-A
sce_YJL162C	YJL162C:YJL162C
sce_YPR095C	YPR095C:YPR095C
sce_YHR061C	YHR061C:YHR061C
sce_YBR212W	YBR212W:YBR212W
sce_YBR168W	YBR168W:YBR168W
sce_YAL056W	YAL056W:YAL056W
sce_YDR063W	YDR063W:YDR063W
sce_YKL033W-A	YKL033W-A:YKL033W-A
sce_YHL048W	YHL048W:YHL048W
sce_YIL088C	YIL088C:YIL088C
sce_YNL047C	YNL047C:YNL047C
sce_YOL081W	YOL081W:YOL081W
sce_YMR018W	YMR018W:YMR018W
sce_YGL258W-A	YGL258W-A:YGL258W-A
sce_YJR011C	YJR011C:YJR011C
sce_YPR030W	YPR030W:YPR030W
sce_YLR396C	YLR396C:YLR396C
sce_YLR225C	YLR225C:YLR225C
sce_YOR298C-A	YOR298C-A:YOR298C-A
sce_YLR014C	YLR014C:YLR014C
sce_YDL013W	YDL013W:YDL013W
sce_YEL043W	YEL043W:YEL043W
sce_YBR047W	YBR047W:YBR047W
sce_YGR035C	YGR035C:YGR035C
sce_YDR373W	YDR373W:YDR373W
sce_YKL065C	YKL065C:YKL065C
sce_YBR141C	YBR141C:YBR141C
sce_YCR098C	YCR098C:YCR098C
sce_YNL040W	YNL040W:YNL040W
sce_YFR016C	YFR016C:YFR016C
sce_YGL124C	YGL124C:YGL124C
sce_YJR030C	YJR030C:YJR030C
sce_YGR238C	YGR238C:YGR238C
sce_YKL091C	YKL091C:YKL091C
sce_YIR023W	YIR023W:YIR023W
sce_YKR092C	YKR092C:YKR092C
sce_YFL034C-B	YFL034C-B:YFL034C-B
sce_YOR215C	YOR215C:YOR215C
sce_YJR069C	YJR069C:YJR069C
sce_YER180C	YER180C:YER180C
sce_YNL199C	YNL199C:YNL199C
sce_YMR052W	YMR052W:YMR052W
sce_YBR148W	YBR148W:YBR148W
sce_YMR177W	YMR177W:YMR177W
sce_YDR108W	YDR108W:YDR108W
sce_YOL129W	YOL129W:YOL129W
sce_YHR086W-A	YHR086W-A:YHR086W-A
sce_YIL135C	YIL135C:YIL135C
sce_YMR194C-B	YMR194C-B:YMR194C-B
sce_YDL045W-A	YDL045W-A:YDL045W-A
sce_YDR214W	YDR214W:YDR214W
sce_YGL006W-A	YGL006W-A:YGL006W-A
sce_YGR204C-A	YGR204C-A:YGR204C-A
sce_YHL042W	YHL042W:YHL042W
sce_YKL187C	YKL187C:YKL187C
sce_YOR177C	YOR177C:YOR177C
sce_YKL039W	YKL039W:YKL039W
sce_YAL051W	YAL051W:YAL051W
sce_YGR197C	YGR197C:YGR197C
sce_YKR049C	YKR049C:YKR049C
sce_YKR074W	YKR074W:YKR074W
sce_YML067C	YML067C:YML067C
sce_YPL257W	YPL257W:YPL257W
sce_YBR122C	YBR122C:YBR122C
sce_YJL123C	YJL123C:YJL123C
sce_YKR041W	YKR041W:YKR041W
sce_YGL134W	YGL134W:YGL134W
sce_YCR020C-A	YCR020C-A:YCR020C-A
sce_YMR247C	YMR247C:YMR247C
sce_YNL206C	YNL206C:YNL206C
sce_YER053C-A	YER053C-A:YER053C-A
sce_YKR020W	YKR020W:YKR020W
sce_YHR186C	YHR186C:YHR186C
sce_YGL108C	YGL108C:YGL108C
sce_YLL033W	YLL033W:YLL033W
sce_YHL017W	YHL017W:YHL017W
sce_YNR009W	YNR009W:YNR009W
sce_YGR146C-A	YGR146C-A:YGR146C-A
sce_YBR062C	YBR062C:YBR062C
sce_YDL123W	YDL123W:YDL123W
sce_YFL046W	YFL046W:YFL046W
sce_YEL023C	YEL023C:YEL023C
sce_YPL113C	YPL113C:YPL113C
sce_YPR121W	YPR121W:YPR121W
sce_YBL069W	YBL069W:YBL069W
sce_YMR176W	YMR176W:YMR176W
sce_YMR192W	YMR192W:YMR192W
sce_YKL214C	YKL214C:YKL214C
sce_YJL084C	YJL084C:YJL084C
sce_YGR097W	YGR097W:YGR097W
sce_YLR177W	YLR177W:YLR177W
sce_YDL044C	YDL044C:YDL044C
sce_YHR157W	YHR157W:YHR157W
sce_YDL223C	YDL223C:YDL223C
sce_YER114C	YER114C:YER114C
sce_YMR315W-A	YMR315W-A:YMR315W-A
sce_YOR376W-A	YOR376W-A:YOR376W-A
sce_YBR129C	YBR129C:YBR129C
sce_YAL049C	YAL049C:YAL049C
sce_YPL010W	YPL010W:YPL010W
sce_YHR078W	YHR078W:YHR078W
sce_YPR042C	YPR042C:YPR042C
sce_YDR014W	YDR014W:YDR014W
sce_YIR004W	YIR004W:YIR004W
sce_YMR144W	YMR144W:YMR144W
sce_YCL005W-A	YCL005W-A:YCL005W-A
sce_YOR296W	YOR296W:YOR296W
sce_YJR014W	YJR014W:YJR014W
sce_YMR124W	YMR124W:YMR124W
sce_YPL229W	YPL229W:YPL229W
sce_YLR179C	YLR179C:YLR179C
sce_YLR364W	YLR364W:YLR364W
sce_YGL178W	YGL178W:YGL178W
sce_YLR414C	YLR414C:YLR414C
sce_YHR154W	YHR154W:YHR154W
sce_YML121W	YML121W:YML121W
sce_YNL158W	YNL158W:YNL158W
sce_YCL001W	YCL001W:YCL001W
sce_YDR056C	YDR056C:YDR056C
sce_YMR154C	YMR154C:YMR154C
sce_YKL222C	YKL222C:YKL222C
sce_YBR180W	YBR180W:YBR180W
sce_YHR146W	YHR146W:YHR146W
sce_YGL007C-A	YGL007C-A:YGL007C-A
sce_YBR156C	YBR156C:YBR156C
sce_YOR298W	YOR298W:YOR298W
sce_YGL231C	YGL231C:YGL231C
sce_YGR239C	YGR239C:YGR239C
sce_YOR385W	YOR385W:YOR385W
sce_YPL098C	YPL098C:YPL098C
sce_YMR081C	YMR081C:YMR081C
sce_YGL181W	YGL181W:YGL181W
sce_YLL055W	YLL055W:YLL055W
sce_YMR130W	YMR130W:YMR130W
sce_YDR336W	YDR336W:YDR336W
sce_YPR045C	YPR045C:YPR045C
sce_YLR257W	YLR257W:YLR257W
sce_YPL245W	YPL245W:YPL245W
sce_YMR040W	YMR040W:YMR040W
sce_YLR166C	YLR166C:YLR166C
sce_YOR173W	YOR173W:YOR173W
sce_YLR064W	YLR064W:YLR064W
sce_YDR314C	YDR314C:YDR314C
sce_YFL054C	YFL054C:YFL054C
sce_YLR077W	YLR077W:YLR077W
sce_YMR286W	YMR286W:YMR286W
sce_YNL224C	YNL224C:YNL224C
sce_YOR091W	YOR091W:YOR091W
sce_YIR003W	YIR003W:YIR003W
sce_YNL122C	YNL122C:YNL122C
sce_YGR058W	YGR058W:YGR058W
sce_YGR138C	YGR138C:YGR138C
sce_YDL160C-A	YDL160C-A:YDL160C-A
sce_YPL272C	YPL272C:YPL272C
sce_YPL077C	YPL077C:YPL077C
sce_YDR235W	YDR235W:YDR235W
sce_YCR038C	YCR038C:YCR038C
sce_YCR028C-A	YCR028C-A:YCR028C-A
sce_YLR315W	YLR315W:YLR315W
sce_YPR148C	YPR148C:YPR148C
sce_YCR033W	YCR033W:YCR033W
sce_YKL121W	YKL121W:YKL121W
sce_YKL105C	YKL105C:YKL105C
sce_YHR115C	YHR115C:YHR115C
sce_YLL015W	YLL015W:YLL015W
sce_YMR272C	YMR272C:YMR272C
sce_YOR172W	YOR172W:YOR172W
sce_YBL021C	YBL021C:YBL021C
sce_YJR144W	YJR144W:YJR144W
sce_YOR111W	YOR111W:YOR111W
sce_YHR131C	YHR131C:YHR131C
sce_YOR019W	YOR019W:YOR019W
sce_YKR096W	YKR096W:YKR096W
sce_YDR153C	YDR153C:YDR153C
sce_YLR313C	YLR313C:YLR313C
sce_YPR179C	YPR179C:YPR179C
sce_YLR151C	YLR151C:YLR151C
sce_YBR016W	YBR016W:YBR016W
sce_YER109C	YER109C:YER109C
sce_YOR132W	YOR132W:YOR132W
sce_YGR150C	YGR150C:YGR150C
sce_YMR252C	YMR252C:YMR252C
sce_YLR104W	YLR104W:YLR104W
sce_YNL257C	YNL257C:YNL257C
sce_YOR389W	YOR389W:YOR389W
sce_YNL166C	YNL166C:YNL166C
sce_YJL059W	YJL059W:YJL059W
sce_YMR222C	YMR222C:YMR222C
sce_YGL101W	YGL101W:YGL101W
sce_YGL262W	YGL262W:YGL262W
sce_YGL067W	YGL067W:YGL067W
sce_YMR158C-A	YMR158C-A:YMR158C-A
sce_YER169W	YER169W:YER169W
sce_YDR313C	YDR313C:YDR313C
sce_YBR186W	YBR186W:YBR186W
sce_YKL023W	YKL023W:YKL023W
sce_YGL110C	YGL110C:YGL110C
sce_YLL054C	YLL054C:YLL054C
sce_YKR088C	YKR088C:YKR088C
sce_YGR026W	YGR026W:YGR026W
sce_YJL146W	YJL146W:YJL146W
sce_YHR098C	YHR098C:YHR098C
sce_YMR175W	YMR175W:YMR175W
sce_YGR260W	YGR260W:YGR260W
sce_YML012W	YML012W:YML012W
sce_YLR211C	YLR211C:YLR211C
sce_YOR094W	YOR094W:YOR094W
sce_YFR048W	YFR048W:YFR048W
sce_YFR042W	YFR042W:YFR042W
sce_YLL005C	YLL005C:YLL005C
sce_YDR020C	YDR020C:YDR020C
sce_YPR022C	YPR022C:YPR022C
sce_YGR117C	YGR117C:YGR117C
sce_YLR371W	YLR371W:YLR371W
sce_YOL075C	YOL075C:YOL075C
sce_YHL026C	YHL026C:YHL026C
sce_YHR103W	YHR103W:YHR103W
sce_YAL064W	YAL064W:YAL064W
sce_YNR026C	YNR026C:YNR026C
sce_YHR109W	YHR109W:YHR109W
sce_YNR051C	YNR051C:YNR051C
sce_YLR090W	YLR090W:YLR090W
sce_YDR484W	YDR484W:YDR484W
sce_YPR083W	YPR083W:YPR083W
sce_YBR066C	YBR066C:YBR066C
sce_YIL110W	YIL110W:YIL110W
sce_YBR036C	YBR036C:YBR036C
sce_YDL057W	YDL057W:YDL057W
sce_YPR134W	YPR134W:YPR134W
sce_YER004W	YER004W:YER004W
sce_YAR068W	YAR068W:YAR068W
sce_YDL089W	YDL089W:YDL089W
sce_YHR047C	YHR047C:YHR047C
sce_YGR166W	YGR166W:YGR166W
sce_YMR289W	YMR289W:YMR289W
sce_YLR136C	YLR136C:YLR136C
sce_YOR227W	YOR227W:YOR227W
sce_YBR273C	YBR273C:YBR273C
sce_YMR251W-A	YMR251W-A:YMR251W-A
sce_YJR067C	YJR067C:YJR067C
sce_YKL017C	YKL017C:YKL017C
sce_YBR056W	YBR056W:YBR056W
sce_YJL205C	YJL205C:YJL205C
sce_YNL044W	YNL044W:YNL044W
sce_YPL225W	YPL225W:YPL225W
sce_YDR140W	YDR140W:YDR140W
sce_YOL110W	YOL110W:YOL110W
sce_YKR021W	YKR021W:YKR021W
